ID,Uppm,206Pb_204Pb,U/Th,206Pb_207Pb,2sig_%,207Pb_235U,2sig_%,206Pb_238U,2sig_%,error_corr.,206Pb_238U_abs,2sig_abs,207Pb_235U_abs,2sig_abs,206Pb_207Pb,2sig_abs,Best age,2sig_abs,Conc,Type
8MGSC-036 113,66,15773,1.89,13.0181,2.9,1.96574,5.1,0.185682,4.1,0.812,1097.9,41.4,1103.9,34,1115.5,58.8,1115.5,58.8,98.4,Det.
8MGSC-036 114,278,2500,3.29,7.9269,28.1,0.10322,28.4,0.005937,4.2,0.148,38.2,1.6,99.7,27,2044.2,499.2,38.2,1.6,1.9,Det.
8MGSC-036 115,462,2500,1.59,22.7702,22.7,0.02882,22.9,0.004761,3.5,0.154,30.6,1.1,28.8,6.5,116.4,560,30.6,1.1,26.3,Det.
8MGSC-036 116,163,12081,0.96,10.7538,26.4,0.06715,27,0.00524,5.8,0.216,33.7,2,66,17.3,1486.8,501.9,33.7,2,2.3,Det.
8MGSC-036 117,243,2500,1.51,6.7712,30.1,0.113,30.5,0.005552,4.9,0.16,35.7,1.7,108.7,31.4,2318.5,519.3,35.7,1.7,1.5,Det.
8MGSC-036 118,91,2500,2.12,2.9892,35.2,0.35593,36,0.00772,7.7,0.214,49.6,3.8,309.2,96.1,3637.3,543.7,49.6,3.8,1.4,Det.
8MGSC-036 119,204,2500,1.35,3.1379,10.7,0.31126,11.7,0.007087,4.7,0.403,45.5,2.1,275.2,28.2,3562.8,164.7,45.5,2.1,1.3,Det.
8MGSC-036 120,387,353866,2.99,9.6208,1.7,4.19327,3.6,0.292725,3.2,0.888,1655.1,47.2,1672.7,29.8,1694.8,30.8,1694.8,30.8,97.7,Det.
8MGSC-036 121,208,10316,1.26,21.0572,13.9,0.03099,14.7,0.004734,4.9,0.333,30.4,1.5,31,4.5,72.9,330.3,30.4,1.5,41.7,Det.
8MGSC-036 122,276,2500,0.71,23.5652,23.7,0.02881,24.1,0.004926,4.1,0.172,31.7,1.3,28.8,6.9,201.7,596.8,31.7,1.3,15.7,Det.
8MGSC-036 123,67,2500,1.05,20.7757,21.6,0.03307,23.2,0.004985,8.5,0.367,32.1,2.7,33,7.5,104.8,511.2,32.1,2.7,30.6,Det.
8MGSC-036 124,267,10346,1.22,5.0374,13.7,0.16622,14.6,0.006076,5,0.344,39,2,156.1,21.1,2813.3,224,39,2,1.4,Det.
8MGSC-036 125,2249,20434,0.95,20.9111,4.7,0.0296,4.9,0.004492,1.6,0.318,28.9,0.5,29.6,1.4,89.4,110.5,28.9,0.5,32.3,Det.
8MGSC-036 126,839,2500,1.63,13.376,15.6,0.05261,15.8,0.005106,2.6,0.164,32.8,0.8,52.1,8,1061.2,314.3,32.8,0.8,3.1,Det.
8MGSC-036 127,39,2500,0.61,7.3004,58.3,0.12187,59.3,0.006456,10.5,0.178,41.5,4.4,116.8,65.4,2188.5,1038.3,41.5,4.4,1.9,Det.
8MGSC-036 128,297,2500,5.65,23.5425,8.6,0.03171,9.5,0.005416,4,0.418,34.8,1.4,31.7,2.9,500,1,34.8,1.4,7,Det.
8MGSC-036 130,93,2500,1.06,7.4373,23.5,0.10687,24.5,0.005767,7,0.283,37.1,2.6,103.1,24.1,2156.2,412.3,37.1,2.6,1.7,Det.
8MGSC-036 131,287,2500,1.39,10.4059,14.9,0.08037,15.4,0.006068,3.8,0.248,39,1.5,78.5,11.6,1548.8,280,39,1.5,2.5,Det.
8MGSC-036 132,93,249503,2.13,11.15,2.5,3.07328,3.9,0.24864,3,0.777,1431.5,38.8,1426.1,29.8,1418,46.9,1418,46.9,101,Det.
BRD-036 037,334,2500,2.71,7.3178,12.1,0.09773,12.6,0.005189,3.6,0.283,33.4,1.2,94.7,11.4,2184.4,211.2,33.4,1.2,1.5,Det.
BRD-036 038,970,2500,1.74,15.9198,18.1,0.04309,18.3,0.004978,2.8,0.154,32,0.9,42.8,7.7,701,386.3,32,0.9,4.6,Det.
BRD-036 039,173,2500,2.87,5.581,26.3,0.14079,26.8,0.005701,5.3,0.199,36.6,2,133.8,33.6,2644.5,438.7,36.6,2,1.4,Det.
BRD-036 041,369,2500,2.93,7.1565,24.9,0.10487,25.1,0.005445,3.1,0.125,35,1.1,101.3,24.2,2223.1,433.3,35,1.1,1.6,Det.
BRD-036 043,139,2500,2.81,20.1402,22.6,0.03317,23.6,0.004848,6.8,0.291,31.2,2.1,33.1,7.7,177.7,527.3,31.2,2.1,17.6,Det.
BRD-036 044,153,2500,2.1,25.2021,24,0.03347,24.4,0.006121,4.5,0.185,39.3,1.8,33.4,8,500,1,39.3,1.8,7.9,Det.
BRD-036 045,40,2500,2.4,4.8919,16,0.19449,17.8,0.006904,7.7,0.432,44.4,3.4,180.5,29.3,2861.1,260.9,44.4,3.4,1.6,Det.
BRD-036 046,108,2500,2.32,6.2041,12.7,0.12798,13.6,0.005761,4.8,0.351,37,1.8,122.3,15.6,2467.3,214.7,37,1.8,1.5,Det.
BRD-036 047,33,21072,2.03,26.6476,18.2,0.02513,20.4,0.004859,9.3,0.456,31.2,2.9,25.2,5.1,500,1,31.2,2.9,6.2,Det.
BRD-036 049,539,2500,3.17,4.7789,11.3,0.17779,13.2,0.006165,6.8,0.513,39.6,2.7,166.2,20.2,2899,184,39.6,2.7,1.4,Det.
BRD-036 050,307,18973,2.35,12.368,6.1,0.0541,7.4,0.004855,4.2,0.568,31.2,1.3,53.5,3.9,1217,120.2,31.2,1.3,2.6,Det.
BRD-036 051,271,2500,2.6,7.3256,23.8,0.09357,24.3,0.004974,5.1,0.21,32,1.6,90.8,21.1,2182.6,415.1,32,1.6,1.5,Det.
BRD-036 052,195,2500,2.6,7.2461,33.9,0.10966,34.4,0.005766,5.8,0.169,37.1,2.2,105.7,34.5,2201.5,593.6,37.1,2.2,1.7,Det.
BRD-036 053,385,2500,2.31,9.1821,13.8,0.07442,14.2,0.004959,3.3,0.235,31.9,1.1,72.9,10,1780.4,251.4,31.9,1.1,1.8,Det.
BRD-036 054,523,2500,2.87,16.8084,17.4,0.03667,17.7,0.004473,3.1,0.175,28.8,0.9,36.6,6.4,584.3,379.2,28.8,0.9,4.9,Det.
BRD-036 055,272,2500,3.16,7.9713,11.6,0.08751,12,0.005061,3.2,0.266,32.5,1,85.2,9.8,2034.3,205.5,32.5,1,1.6,Det.
BRD-036 056,240,22348,2.04,21.0145,12.8,0.03065,13.5,0.004673,4.1,0.301,30.1,1.2,30.7,4.1,77.7,305.4,30.1,1.2,38.7,Det.
BRD-036 057,58,2500,1.83,2.5479,13.5,0.49171,15.9,0.00909,8.4,0.526,58.3,4.9,406.1,53.3,3879.8,204.2,58.3,4.9,1.5,Det.
BRD-036 058,357,10343,3.08,12.4548,30.4,0.05163,30.6,0.004666,3.8,0.125,30,1.1,51.1,15.3,1203.2,601.8,30,1.1,2.5,Det.
BRD-036 059,69,2500,2.19,2.6238,13.7,0.46733,14.9,0.008897,5.8,0.39,57.1,3.3,389.3,48.1,3835.5,207.4,57.1,3.3,1.5,Det.
BRD-036 060,375,3425648,5.6,13.3572,1.4,1.7985,2.9,0.17431,2.6,0.872,1035.8,24.5,1044.9,19.1,1064,28.9,1064,28.9,97.3,Det.
BRD-036 061,201,2500,2.81,6.3733,7.9,0.12131,9.2,0.00561,4.8,0.522,36.1,1.7,116.3,10.2,2421.8,133.8,36.1,1.7,1.5,Det.
BRD-036 062,234,2500,2.77,6.3814,10.7,0.11892,11.7,0.005507,4.8,0.411,35.4,1.7,114.1,12.7,2419.6,181.7,35.4,1.7,1.5,Det.
BRD-036 063,429,2500,2.17,20.1982,22.1,0.03269,22.4,0.004791,3.4,0.15,30.8,1,32.7,7.2,171,517.3,30.8,1,18,Det.
BRD-036 064,133,2500,2.97,13.342,40,0.05391,40.4,0.005219,5.5,0.137,33.6,1.9,53.3,21,1066.3,812.5,33.6,1.9,3.2,Det.
BRD-036 065,298,23287,2.55,19.9039,8.9,0.03073,10,0.004438,4.4,0.442,28.5,1.3,30.7,3,205.1,207.5,28.5,1.3,13.9,Det.
BRD-036 066,427,2500,2.44,7.9193,8.9,0.09241,9.4,0.00531,2.9,0.314,34.1,1,89.7,8,2045.9,157.2,34.1,1,1.7,Det.
BRD-036 067,153,2500,2.69,23.8267,19.7,0.02937,20.3,0.005077,4.9,0.243,32.6,1.6,29.4,5.9,229.5,496.6,32.6,1.6,14.2,Det.
BRD-036 068,423,2500,3.58,24.0778,9.7,0.02553,10.8,0.004461,4.8,0.441,28.7,1.4,25.6,2.7,500,1,28.7,1.4,5.7,Det.
BRD-036 069,244,2500,2.53,4.5141,34.6,0.18734,35.1,0.006136,5.7,0.163,39.4,2.2,174.4,56.2,2991.1,561.1,39.4,2.2,1.3,Det.
BRD-036 070,306,2500,2.49,21.5232,21.4,0.0291,22.6,0.004545,7.3,0.324,29.2,2.1,29.1,6.5,20.6,514.8,29.2,2.1,141.7,Det.
BRD-036 071,317,23635,3.35,22.5351,10.7,0.02875,11.9,0.004701,5.2,0.439,30.2,1.6,28.8,3.4,90.9,263.2,30.2,1.6,33.2,Det.
BRD-036 072,447,2500,3.3,15.6312,17.3,0.04343,17.6,0.004925,3.1,0.175,31.7,1,43.2,7.4,739.8,367,31.7,1,4.3,Det.
BRD-036 073,422,2500,2.46,8.8116,10.3,0.08094,11.1,0.005175,4.1,0.371,33.3,1.4,79,8.5,1855.2,186.9,33.3,1.4,1.8,Det.
BRD-036 074,358,2500,2.33,16.6582,23.1,0.03881,23.4,0.004691,3.5,0.149,30.2,1,38.7,8.9,603.7,501.8,30.2,1,5,Det.
BRD-036 075,233,2500,2.75,21.7104,21.4,0.02878,21.9,0.004534,4.6,0.21,29.2,1.3,28.8,6.2,0.3,517.6,29.2,1.3,9733.3,Det.
BRD-036 076,136,62714,5.02,9.2385,2.4,4.58683,4.4,0.307472,3.6,0.829,1728.3,54.8,1746.9,36.4,1769.2,44.6,1769.2,44.6,97.7,Det.
BRD-036 078,1295,2500,3,11.0424,19.6,0.06574,19.9,0.005267,3.5,0.177,33.9,1.2,64.6,12.5,1436.5,374.8,33.9,1.2,2.4,Det.
BRD-036 079,167,2500,3.02,24.9116,23.6,0.02557,24,0.004622,4.5,0.188,29.7,1.3,25.6,6.1,500,1,29.7,1.3,5.9,Det.
BRD-036 080,264,2500,1.77,4.7585,17.3,0.17246,17.9,0.005955,4.6,0.258,38.3,1.8,161.6,26.7,2906,280.7,38.3,1.8,1.3,Det.
BRD-036 081,436,2500,3.97,23.9114,22.9,0.02552,23.3,0.004427,4,0.171,28.5,1.1,25.6,5.9,238.4,580.3,28.5,1.1,12,Det.
BRD-036 082,96,2500,1.99,22.5717,20.4,0.02948,21.2,0.004827,5.7,0.27,31,1.8,29.5,6.2,94.9,502,31,1.8,32.7,Det.
BRD-036 083,929,12470,2.03,16.1072,14.8,0.04221,14.9,0.004934,2,0.132,31.7,0.6,42,6.1,676.1,315.9,31.7,0.6,4.7,Det.
BRD-036 084,1190,2500,2.98,16.7037,15.6,0.03938,15.9,0.004772,3.2,0.204,30.7,1,39.2,6.1,597.8,337.3,30.7,1,5.1,Det.
BRD-036 085,201,2500,1.96,6.9182,20.2,0.1099,20.6,0.005517,4.4,0.211,35.5,1.5,105.9,20.7,2281.6,348.1,35.5,1.5,1.6,Det.
BRD-036 086,50,120972,3.41,11.5874,2.8,2.86341,5.7,0.240749,4.9,0.87,1390.6,61.8,1372.3,42.7,1344,53.9,1344,53.9,103.5,Det.
BRD-036 087,317,2500,2.61,15.6924,23.3,0.04367,23.6,0.004973,4,0.17,32,1.3,43.4,10,731.6,494.8,32,1.3,4.4,Det.
BRD-036 088,378,118100,2.93,20.8845,8.7,0.03121,9.1,0.00473,2.6,0.282,30.4,0.8,31.2,2.8,92.4,207.1,30.4,0.8,32.9,Det.
BRD-036 089,248,2500,2.7,9.2784,14,0.07563,14.4,0.005092,3.7,0.255,32.7,1.2,74,10.3,1761.3,255.4,32.7,1.2,1.9,Det.
,,,,,,,,,,,,,,,,,,,,
Rejected Analyses,Uppm,6/4_Pb,U/Th,6/7_Pb,2sig_%,Jul-35,2sig_%,Jun-38,2sig_%,error_corr.,6/38_abs,2sig_abs,7/35_abs,2sig_abs,6/7_abs,2sig_abs,Best age,2sig_abs,Conc,Error Code
7MGSC 036 010,467,15439,1.02,8.787,8.5,2.3704,9.7,0.15114,4.6,0.474,907.4,38.9,1233.7,69.3,1860.1,154.4,1860.1,154.4,48.8,Discord 
7MGSC 036 014,82,18055,1.02,13.664,2.9,1.8491,5.4,0.18332,4.6,0.846,1085.1,45.9,1063.1,35.8,1018.2,58.7,1018.2,58.7,106.6,RevDiscord 
7MGSC 036 021,248,16332,1.02,9.643,8.7,0.5806,13.9,0.04063,10.8,0.778,256.7,27.3,464.9,52,1690.5,161.4,256.7,27.3,15.2,Variable Intensity 
8MGSC 036 020,131,2500,1.69,20.611,25.3,0.02931,25.7,0.004384,4.9,0.189,28.2,1.4,29.3,7.4,123.5,597.4,28.2,1.4,22.8,Variable Intensity 
8MGSC 036 053,640,31146,3.34,9.2633,1.3,2.58928,5.5,0.174036,5.3,0.972,1034.3,50.7,1297.6,40,1764.3,23.5,1764.3,23.5,58.6,Discord 
8MGSC 036 083,36,22971,1.23,9.7575,8.7,2.7592,9.6,0.195352,4.1,0.43,1150.3,43.4,1344.6,71.5,1668.8,160.3,1668.8,160.3,68.9,Discord 
8MGSC 036 089,582,2500,1.22,23.9947,22.7,0.02725,23.2,0.004744,4.4,0.188,30.5,1.3,27.3,6.2,247.2,576.6,30.5,1.3,12.3,Variable Intensity 
8MGSC 036 106,702,571522,1.69,10.6347,5,0.99896,13.7,0.077085,12.7,0.931,478.7,58.7,703.3,69.3,1507.9,94,1507.9,94,31.7,6/8err 
8MGSC 036 129,42,2500,0.52,2.5492,17.7,0.60739,26.2,0.011235,19.4,0.739,72,13.9,481.9,100.7,3879.1,266.7,72,13.9,1.9,6/8err 
BRD 036 040,0,5000,1.02,10,1,0.1,1,0.1,1,0.8,500,1,500,1,500,1,500,1,100,"Bad (Low 235), 
Variable Intensity "
BRD 036 042,0,5000,1.02,10,1,0.1,1,0.1,1,0.8,500,1,500,1,500,1,500,1,100,"Bad (Low 235), 
Variable Intensity "
BRD 036 048,0,5000,1.02,10,1,0.1,1,0.1,1,0.8,500,1,500,1,500,1,500,1,100,"Bad (Low 235), 
Variable Intensity "
BRD 036 077,264,19493,1.02,8.5544,5.3,2.22352,9.8,0.138014,8.2,0.841,833.4,64.4,1188.5,68.7,1908.5,95.3,1908.5,95.3,43.7,"Discord, 
Variable Intensity "
BRD 036 090,0,5000,1.02,10,1,0.1,1,0.1,1,0.8,500,1,500,1,500,1,500,1,100,Bad (Low 235) 
